Graduation Year,Role,Employer,Company's Industry,Role Category,Tag 1,Tag 2,Tag 3,Career Webpage,Specify Other Industry,POST,Comments,Confidence Score
2022,Senior Consultant,EY,,Consulting & Advisory,Consulting & Advisory,,,https://www.ey.com/en_ca/careers,,POST,,85
2022,Business Consultant with Strategy team at EY India,EY,,Consulting & Advisory,Consulting & Advisory,,,https://www.ey.com/en_ca/careers,,PRE,,85
2022,Banking Technology Consultant,EY,,Consulting & Advisory,Consulting & Advisory,,,https://www.ey.com/en_ca/careers,,POST,,85
2022,Summer Intern,EY,,Consulting & Advisory,Internships,,,https://www.ey.com/en_ca/careers,,PRE,,80
2022,Consultant - Finance Strategy & Transformation,EY,,Consulting & Advisory,Consulting & Advisory,,,https://www.ey.com/en_ca/careers,,POST,,85
2022,Senior Consultant - Finance Strategy & Transformation,EY,,Consulting & Advisory,Consulting & Advisory,,,https://www.ey.com/en_ca/careers,,POST,,85
2022,Intern - Finance Stratefy & Transformation,EY,,Finance & Banking,Internships,,,https://www.ey.com/en_ca/careers,,PRE,,80
2022,Business Analyst,Fidelity Canada,,Business & Enterprise,Business & Enterprise,,,https://careers.fidelity.ca/en/index/,,POST,,70
2022,Fundraising Project founder,Fight COVID-19 Fundraising,,Business & Enterprise,Business & Enterprise,,,,,PRE,,40
2022,Business Analyst,Fintelics,,Business & Enterprise,Business & Enterprise,,,https://www.fintelics.com/careers,,POST,,70
2022,Mezzanine Financing Intern,First West Capital,Consulting,Business & Enterprise,Internships,,,https://careers.firstwestcu.ca/,Finance - Mezzanine Capital,PRE,,40
2022,Economists,Fiscal Realities Economists,,Business & Enterprise,Economics,,,https://www.fiscalrealities.com/,,POST,Started during degree,40
2022,Junior Economist,Fisheries and Oceans Canada,,Business & Enterprise,Economics,,,https://www.dfo-mpo.gc.ca/career-carriere/index-eng.html,,PRE,,40
2022,Business Analyst,FISPAN,,Business & Enterprise,Business & Enterprise,,,https://fispan.com/company/careers/,,PRE,,70
2022,Revenue Operations Analyst,FISPAN,,Business & Enterprise,Operations and Supply Chain Management,,,https://fispan.com/company/careers/,,PRE,,80
2022,Strategic Financial Analyst,FISPAN,,Finance & Banking,Finance & Banking,,,https://fispan.com/company/careers/,,POST,,80
2022,Salesforce Consultant,Gen25,,Consulting & Advisory,Sales / Business Development,Consulting & Advisory,,https://www.gen25.com/,,POST,,85
2022,Senior Salesforce Consultant,Gen25,,Consulting & Advisory,Sales / Business Development,Consulting & Advisory,,https://www.gen25.com/,,POST,,85
2022,Research Analyst,Genpact,,Research,Research,,,https://www.genpact.com/careers,,PRE,,80
2022,Trade Commissioner Assistant,Global Affairs Canada,Government and NGO's/No-Profit Organizations (NPOs),Business & Enterprise,Administration and Office Management,,,https://international.canada.ca/en/global-affairs/corporate/jobs,,PRE,,40
2022,Junior Trade Policy Analyst,Global Affairs Canada,Government and NGO's/No-Profit Organizations (NPOs),Policy,Policy,,,https://international.canada.ca/en/global-affairs/corporate/jobs,,PRE,,75
2022,Junior Trade Analyst,Global Affairs Canada,Government and NGO's/No-Profit Organizations (NPOs),Business & Enterprise,Business & Enterprise,,,https://international.canada.ca/en/global-affairs/corporate/jobs,,PRE,,70
2022,"Senior Analyst, Corporate Development",Gold Royalty Corp.,,Business & Enterprise,Business & Enterprise,,,https://www.goldroyalty.com/,,POST,,70
2022,"Manager, Corporate Development and Investor Relations",Gold Royalty Corp.,,Business & Enterprise,Business & Enterprise,,,https://www.goldroyalty.com/,,POST,,70
2022,Analyst,Goldman Sachs,,Business & Enterprise,Business & Enterprise,,,https://www.goldmansachs.com/careers/,,POST,,70
2022,Barista & Cashier,Gourmet Cup Beverage Station,,"Hospitality & Retail (Food, Service Industries)","Hospitality & Retail (Food, Service Industries)",,,,,PRE,,85
2022,Park Ranger - BC Parks,Government of British Columbia,Government and NGO's/No-Profit Organizations (NPOs),Business & Enterprise,Business & Enterprise,,,https://www2.gov.bc.ca/gov/content/careers-myhr/job-seekers/current-job-postings,Outdoor Conservation,PRE,,40
2022,Various Analyst Roles,Government of Canada,Government and NGO's/No-Profit Organizations (NPOs),Government,Government,,,https://www.canada.ca/en/services/jobs/opportunities/government.html,,PRE,,80
2022,"Supervisor, Baker, Barista and Senior Staff Member",Great Dane Coffee,,"Hospitality & Retail (Food, Service Industries)","Hospitality & Retail (Food, Service Industries)",,,https://www.greatdanecoffee.com/,,PRE,,85
2022,Youth and Social Media Vounteer,Green Party of Canada,Government and NGO's/No-Profit Organizations (NPOs),Marketing & Communications,Marketing & Communications,,,https://www.greenparty.ca/en/careers,,PRE,,85
2022,Apprentice,GreenPortfolio,,Business & Enterprise,Business & Enterprise,,,https://greenportfolio.co/careers/,,PRE,,40
2022,Salesforce Functional Consultant,Groundswell Cloud Solutions,Other,Consulting & Advisory,Sales / Business Development,Consulting & Advisory,,https://greenportfolio.com/careers/,IT,POST,,85
2022,Salesforce Consultant,GyanSys Inc,Other,Consulting & Advisory,Sales / Business Development,Consulting & Advisory,,https://gscloudsolutions.com/careers/,IT,POST,,85
2022,Customer Service Agent (Adventure Centre),Harbour Air Seaplanes,,Business & Enterprise,Customer Experience and Service Management,,,https://harbourair.com/careers/,,PRE,,40
2022,Visual Supportive Associate,Harry Rosen,,Business & Enterprise,Business & Enterprise,,,https://www.harryrosen.com/en,,PRE,,70
2022,Operations Associate,Heramb Petroleum,Other,Business & Enterprise,Operations and Supply Chain Management,,,,Manufacturing- Operations,POST,,80
2022,Barista,Honor Coffee,Other,"Hospitality & Retail (Food, Service Industries)","Hospitality & Retail (Food, Service Industries)",,,https://ca.linkedin.com/company/honor-coffee,Food Services,PRE,,85
2022,Equity Financing Intern,"Huatai Securities Co., Ltd.",,Finance & Banking,Finance & Banking,Internships,,https://www.htsc.com.cn/htzq/investor/en/about.jsp,,PRE,,80
2022,Sales Associate,Hudson's Bay Company,Other,Business & Enterprise,Sales / Business Development,,,NA; Taken down,Retail,PRE,,70
2022,Equity Analyst and Digital Marketing,ICIC Prudential AMC Ltd.,Finance - Asset Management,Marketing & Communications,Finance & Banking,Marketing & Communications,,https://www.icicipruamc.com/,,PRE,,85
2022,Research Assistant - Asia-Pacific Policy,IFC - International Finance Corporation,,Research,Administration and Office Management,Policy,Research,https://www.ifc.org/en/about/careers,,PRE,,80
2022,Office Administrator,Impact Recruitment,Other,Business & Enterprise,Administration and Office Management,,,https://impactrecruitment.ca/careers-at-impact/,Recruitment Agency - Administration,PRE,,40
2022,Executive Assistant,Impact Recruitment,Other,Business & Enterprise,Administration and Office Management,,,https://impactrecruitment.ca/careers-at-impact/,Recruitment Agency - Administration,POST,Started during degree,40
2022,Senior Equity Analyst,Imperial College Business School: Student Investment Fund,Wealth Management,Finance & Banking,Finance & Banking,,,https://www.imperial.ac.uk/business-school/blogs/features/the-student-investment-fund-connecting-students-top-employers/,,POST,,80
2022,Business Student,Imperial College London,,Business & Enterprise,Business & Enterprise,,,https://www.imperial.ac.uk/jobs/,,POST,,40
2022,Account Manager,Impro.AI,,Business & Enterprise,Business & Enterprise,,,https://impro.ai/careers/,,POST,Started during degree,70
2022,Sales and Marketing Intern,Impro.AI,Consulting,Marketing & Communications,Internships,Sales / Business Development,Marketing & Communications,https://impro.ai/careers/,,PRE,,85
2022,Marketing Coordinator,Impro.AI,Consulting,Marketing & Communications,Marketing & Communications,,,https://impro.ai/careers/,,PRE,,85
2022,Commercial Operations Specialist,Impro.AI,Consulting,Business & Enterprise,Operations and Supply Chain Management,,,https://impro.ai/careers/,,POST,,80
2022,Stratergy Intern (virtual),"Incline Investment Advisors, LLC",,Business & Enterprise,Internships,,,https://www.inclineim.com/careers/,,PRE,,40
2022,Market Researcher,"Incline Investment Advisors, LLC",,Research,Research,,,https://www.inclineim.com/careers/,,PRE,,80
2022,Junior Policy Analyst,Infrastructure Canada,Government and NGO's/No-Profit Organizations (NPOs),Policy,Policy,,,https://infrastructure.gc.ca/,,PRE,,75
2022,Business Development Associate,in-House,Government and NGO's/No-Profit Organizations (NPOs),Business & Enterprise,Sales / Business Development,,,,Business Development,POST,,70
2022,Data Analyst - Research Area Specialist,Institute for Social Research,Government and NGO's/No-Profit Organizations (NPOs),Data Science & Analytics,Research,Data Science & Analytics,Technology,,,POST,,85
2022,Business Analyst Intern,Inter-Excel Advisory Sdn Bhd,,Business & Enterprise,Internships,,,https://excelmalaysia.com/career/,,PRE,,70
2022,Student Intern,Ipsos,Consulting,Business & Enterprise,Internships,,,https://www.ipsos.com/en/careers,,PRE,,40
2022,RCS Program Assistant,Iridia Medical,,Business & Enterprise,Administration and Office Management,,,https://iridiamedical.com/careers/,,PRE,,40
2022,Project Assistant,Irving K. Barber Learning Centre,Academia,Business & Enterprise,Administration and Office Management,,,https://ikblc.ubc.ca/,,PRE,,40
2022,Product Marketing Specialist,Jostle,Other,Marketing & Communications,Marketing & Communications,,,https://success.jostle.me/careers,Application Development,POST,,85
2022,Digital Marketing Coordinator,Jostle,,Marketing & Communications,Marketing & Communications,,,https://success.jostle.me/careers,,PRE,,85
2022,Business Analyst  ,Jostle,,Business & Enterprise,Business & Enterprise,,,https://success.jostle.me/careers,,PRE,,70
2022,Business Analyst and Growth Strategist,Jostle,,Marketing & Communications,Marketing & Communications,,,https://success.jostle.me/careers,,POST,,85
2022,Legal Intern,judd Ulrich Scarlett Wickman & Dean P.A.,,Law,Internships,Law,,https://uswdlaw.com/,,PRE,,80
2022,Logistics & Operations Coordinator | Customer Service,Kajuyali,,Business & Enterprise,Customer Experience and Service Management,Operations and Supply Chain Management,,https://inscripciones.kajuyali.com/fmi/webd/kajuyali_web?script=aplicantes,,PRE,,80
2022,Quantitative Research Analyst,Kamorra Capital,Finance - Asset Management,Research,Research,,,https://www.kamorracapital.com/careers,,PRE,,80
2022,Brand Ambassador,Kaplan Test Prep,Other,Marketing & Communications,Marketing & Communications,,,https://www.kaptest.com/,Education,PRE,,85
2022,Private Wealth Management Intern,Kiatnakin Phatra Financial Group,,Business & Enterprise,Internships,,,https://careers.kkpfg.com/,,PRE,,40
2022,Head Lifeguard and Swim Instructor,Killarney Circle Pool,Other,Consulting & Advisory,Consulting & Advisory,,,https://killarneypool.org/index.html,Outdoor Swimming Facility - Aquatic Safety,PRE,,80
2022,Business Development Associate,Klook,,Business & Enterprise,Sales / Business Development,,,https://www.klookcareers.com/,,POST,,70
2022,Sustainability Associate,Klook,,Business & Enterprise,Business & Enterprise,,,https://www.klookcareers.com/,,POST,,70
2022,Accounts Receivable Specialist,Kuehne+Nagel,,Business & Enterprise,Business & Enterprise,,,https://ca.kuehne-nagel.com/en/,,POST,,40
2022,Marketing Project Manager,Kueis Education Centre,,Marketing & Communications,Project / Program Development,Marketing & Communications,,https://www.kueis.com/about-us,,PRE,,85
2022,Startup Project Administration Officer,Launch Path Inc.,,Business & Enterprise,Administration and Office Management,,,https://launchpath.ca/,,POST,,40
2022,Client Services Admin Assistant Co-op,LifeLabs Medical Labratory Services,Other,Business & Enterprise,Customer Experience and Service Management,Internships,Administration and Office Management,https://www.lifelabs.com/careers/,Health Care - Hospitality,PRE,,40
2022,Labs Batch 8 Founder,LOI,,Business & Enterprise,Business & Enterprise,,,https://www.theleagueofinnovators.org/,,PRE,,40
2022,Global Payments Specialist,Lululemon,Other,Business & Enterprise,Business & Enterprise,,,https://careers.lululemon.com/en_US/careers,,POST,,40
2022,"Product Manager, Payments",Lululemon,Other,Business & Enterprise,Business & Enterprise,,,https://careers.lululemon.com/en_US/careers,,POST,,70
2022,Educator,Lululemon,,Business & Enterprise,Business & Enterprise,,,https://careers.lululemon.com/en_US/careers,,PRE,,40
2022,Omni and Retail Technology Intern,Lululemon,,Business & Enterprise,Internships,,,https://careers.lululemon.com/en_US/careers,,PRE,,40
2022,Retail Commerce and Payments Specialist,Lululemon,,Business & Enterprise,Business & Enterprise,,,https://careers.lululemon.com/en_US/careers,,POST,,40
2022,Market Research Intern,Madras Consultancy Group,,Research,Internships,Research,,https://www.consultmcg.com/,,PRE,,80
2022,Garde Manger,Maple Leaf Tavern,,Business & Enterprise,Business & Enterprise,,,https://www.mapleleaftavern.co/,,POST,,40
2022,Business Analyst,McKinsey & Company,,Consulting & Advisory,Consulting & Advisory,,,https://www.mckinsey.com/careers/home,,POST,,80
2022,Summer Business Analyst,McKinsey & Company,,Consulting & Advisory,Consulting & Advisory,,,https://www.mckinsey.com/careers/home,,PRE,,80
2022,Senior Business Analyst,McKinsey & Company,Consulting,Consulting & Advisory,Consulting & Advisory,,,https://www.mckinsey.com/ca/careers,,POST,,80
2022,Women in the Workforce Research Fellow,McKinsey & Company,Consulting,Research,Research,,,https://www.mckinsey.com/ca/careers,,POST,,80
2022,Analyst,McKinsey & Company,Consulting,Consulting & Advisory,Consulting & Advisory,,,https://www.mckinsey.com/ca/careers,,POST,Started during degree,80
2022,Senior Analyst,McKinsey & Company,Consulting,Consulting & Advisory,Consulting & Advisory,,,https://www.mckinsey.com/ca/careers,,POST,,80
2022,Fiscal Policy Office Intern,Ministry of Finance Thailand,,Policy,Internships,Policy,,https://xn--12cajkc6gxdbcvr9hvak.th/en/home,,PRE,,75
2022,Strategic Communications Intern,Ministry of Foreign Affairs,,Marketing & Communications,Internships,Marketing & Communications,,,,PRE,,85
2022,Administrative Manager,MODEL CARGO,,Business & Enterprise,Administration and Office Management,,,https://www.linkedin.com/company/model-cargo-moovers,,POST,,70
2022,Head of Logistics & Administration,Model United Nations,,Business & Enterprise,Administration and Office Management,Operations and Supply Chain Management,,https://www.munprep.org/mun-career-opportunities/,,PRE,,80
2022,Wealth Associate,National Bank Financial,Wealth Management,Business & Enterprise,Business & Enterprise,,,https://emplois.bnc.ca/en_CA/careers/home,,POST,,70
2022,Co-op Intern,National Research Council Canada,Government and NGO's/No-Profit Organizations (NPOs),Business & Enterprise,Internships,,,https://nrc.canada.ca/en/corporate/careers,Food Services,PRE,,40
2022,General Member,"National Residence Hall Honorary, Thunderbird Chapter",,Business & Enterprise,Business & Enterprise,,,https://www.nrhh.nacurh.org/,,PRE,,40
2022,Bookkeeper,Nhua 339 Service and Trading Company Limited,,Business & Enterprise,Business & Enterprise,,,,,PRE,,40
2022,Management Consultant Intern,Niviera Co.,Consulting,Consulting & Advisory,Internships,Consulting & Advisory,,https://www.linkedin.com/company/niviera-co./,,PRE,,85
2022,Carbon Trading Research Assistant,Norman B. Keevil Institute of Mining Engineering,Academia,Research,Administration and Office Management,Research,,https://mining.ubc.ca/people/careers-opportunities,,PRE,,80
2022,Research Associate,NORML,Government and NGO's/No-Profit Organizations (NPOs),Research,Research,,,https://norml.org/norml-internships/,,PRE,,80
2022,Consultant,Oppos,,Consulting & Advisory,Consulting & Advisory,,,https://getoppos.com/,,POST,,85
2022,Summer Business Associate,Orbis Investments,Finance - Investment Banking,Business & Enterprise,Business & Enterprise,,,https://www.orbis.com/Careers/careers/home,,PRE,,70
2022,Equity Research Intern,Orient Securities,,Research,Finance & Banking,Internships,Research,https://www.dfzq.com.cn/osoa/views/english/home/index.shtml,,PRE,,80
2022,Lifeguard/Receptionist,Overlake Gold & Country Club,Other,Business & Enterprise,Customer Experience and Service Management,,,https://overlake.club/careers,Hospitality - Aquatic Safety/Administration,PRE,,40
2022,Consituency Assistant,Parliament of Canada,Government and NGO's/No-Profit Organizations (NPOs),Business & Enterprise,Administration and Office Management,,,http://jobs-emplois.parl.ca/,,PRE,,40
2022,Vice President Logistics,Party Well,,Business & Enterprise,Operations and Supply Chain Management,,,,,PRE,,80
2022,Barista,"Paul Bakery, Patisserie, Café & Restaurant Canada",,"Hospitality & Retail (Food, Service Industries)","Hospitality & Retail (Food, Service Industries)",,,https://paulrestaurantcafeandbakery.menu-res.com/,,PRE,,85
2022,Financial Analyst,Pavilion Renewables,,Finance & Banking,Finance & Banking,,,https://www.pavilion-renewables.com/,,PRE,,80
2022,Research Assistant,Peter A. Allard School of Law,Health/Policy/Research,Research,Administration and Office Management,Research,,https://allard.ubc.ca/about-us/our-people/careers-allard-law,Economics,PRE,,80
2022,Vice President of Finance,Place Vanier Residence Association,,Finance & Banking,Finance & Banking,,,https://www.linkedin.com/company/pvra/?originalSubdomain=ca,,PRE,,80
2022,Floor Representative,Place Vanier Residence Association,,Business & Enterprise,Business & Enterprise,,,https://www.linkedin.com/company/pvra/?originalSubdomain=ca,,PRE,,40
2022,Financial Advisor and Accountant,Plantish Future,,Finance & Banking,Finance & Banking,,,https://plantishfuture.com/,,PRE,,80
2022,Co-Founder,Plufl,,Business & Enterprise,Business & Enterprise,,,https://weareplufl.com/,,POST,,40
2022,Co-Founder,Plufl,,Business & Enterprise,Business & Enterprise,,,https://weareplufl.com/,,POST,,40
2022,Financial Data Analyst,Pomerleau,,Data Science & Analytics,Finance & Banking,Data Science & Analytics,Technology,https://jobs.pomerleau.ca/en_US/Jobs,,POST,,85
2022,Business Officer,Prairies Economic Development Canada,,Business & Enterprise,Business & Enterprise,,,https://www.canada.ca/en/prairies-economic-development/corporate/careers.html,,PRE,,40
2022,Senior Account Executive,Procter & Gamble,Other,Business & Enterprise,Sales / Business Development,,,https://www.pgcareers.com/global/en,Consumer Goods,POST,,40
2022,Business Development Associate,PSO Space,,Business & Enterprise,Sales / Business Development,,,https://www.linkedin.com/company/psoacademy,,POST,,70
2022,Treasury Analyst,PT HM Sampoerna Tbk,,Business & Enterprise,Finance & Banking,,,https://www.sampoerna.com/en/careers,,PRE,,70
2022,Assistant Accountant,PT. Karunia Besar,,Business & Enterprise,Administration and Office Management,,,https://career.karuniagroup.co.id/,,PRE,,40
2022,Research Intern,Purnartha PMS,,Research,Internships,Research,,https://www.purnartha.com/,,PRE,,80
2022,Strategy Department,PwC,,Consulting & Advisory,Consulting & Advisory,,,https://www.pwc.com/ca/en/careers.html,,PRE,,85
2022,"Experienced Associate, Workforce of the Future",PwC,,Consulting & Advisory,Consulting & Advisory,,,https://www.pwc.com/ca/en/careers.html,,POST,,80
2022,"Senior Associate, Consulting",PwC,,Consulting & Advisory,Consulting & Advisory,,,https://www.pwc.com/ca/en/careers.html,,POST,,85
2022,"Associate, Management Consulting",PwC Canada,Consulting,Consulting & Advisory,Consulting & Advisory,,,https://jobs-ca.pwc.com/ca/en/home,,POST,,85
2022,"Analyst, Global Portfolio Management",QuadReal Property Group,,Finance & Banking,Finance & Banking,,,https://quadreal.com/careers/,,POST,,80
2022,"Associate, Global Portfolio Management",QuadReal Property Group,,Finance & Banking,Finance & Banking,,,https://quadreal.com/careers/,,POST,,80
2022,Administrative Assistant,Quantum Academy,,Business & Enterprise,Administration and Office Management,,,https://www.qlearning.ca/,,PRE,,40
2022,Business Associate,RBC,Wealth Management,Finance & Banking,Finance & Banking,,,https://jobs.rbc.com/ca/en,Operations,PRE,,80
2022,Innovation Analyst,RBC,Wealth Management,Finance & Banking,Finance & Banking,,,https://jobs.rbc.com/ca/en,Technology,PRE,,80
2022,"Intern, Data Governance",RBC Capital Markets,Finance - Investment Banking,Data Science & Analytics,Finance & Banking,Internships,Data Science & Analytics,https://www.rbccm.com/en/careers.page,,PRE,,85
2022,Global Markets Analyst,RBC Capital Markets,,Finance & Banking,Finance & Banking,,,https://www.rbccm.com/en/careers.page,,POST,,80
2022,Investment Banking Analyst,RBC Capital Markets,,Finance & Banking,Finance & Banking,,,https://www.rbccm.com/en/careers.page,,POST,,80
2022,Quantitative Portfolio Associate,RBC Investments,Wealth Management,Finance & Banking,Finance & Banking,,,https://jobs.rbc.com/ca/en,,POST,,80
2022,Accounting Technician,Refinery Leadership Partners,,Business & Enterprise,Business & Enterprise,,,https://refineryleadership.com/careers/,,POST,,40
2022,Innovation and Operations Intern,Rentek,,Business & Enterprise,Internships,Operations and Supply Chain Management,,https://www.ren-tek.com/,,PRE,,80
2022,Property Accounting Intern,RioCan Real Estate Investment Trust,,Business & Enterprise,Internships,,,https://jobs.lever.co/riocan,,POST,,40
2022,Baker's Assistant,Safeway,,Business & Enterprise,Administration and Office Management,,,https://www.safeway.ca/careers,,PRE,,40
2022,Head Tennis Coach,Saint Paul Urban Tennis,,Business & Enterprise,Business & Enterprise,,,https://www.stpaulurbantennis.org/get-involved,,PRE,,40
2022,Market Research Intern,Sanctuary AI,,Research,Internships,Research,,https://www.sanctuary.ai/careers,,PRE,,80
2022,Save the K9s Project Head,Save the K9s,,Business & Enterprise,Business & Enterprise,,,,,PRE,,40
2022,Service Sector employee,Save-On-Foods,,"Hospitality & Retail (Food, Service Industries)","Hospitality & Retail (Food, Service Industries)",,,https://www.saveonfoods.com/join-our-team,,PRE,,80
2022,Customer Representative,Scotiabank,,Finance & Banking,Finance & Banking,,,https://www.scotiabank.com/careers/en/careers.html,,PRE,,80
2022,Beta Tester,Scrintal,Other,Business & Enterprise,Business & Enterprise,,,https://careers.scrintal.com/,IT,PRE,,40
2022,Digital Marekting & Growth Strategist,Scrintal,Other,Marketing & Communications,Marketing & Communications,,,https://careers.scrintal.com/,IT,POST,,85
2022,Private Tutor,Self-Employed,,Business & Enterprise,Academia,,,,,POST,Started during degree,40
2022,Game Developer,Self-Employed,Other,Technology,Software Development,Technology,,,,PRE,,85
2022,Wedding Planner,Self-employed,Other,Business & Enterprise,Business & Enterprise,,,,,PRE,,40
2022,Freelance SAT Math Tutor,Self-EMployed,,Business & Enterprise,Academia,,,,,POST,,40
2022,Filmmaker and Photographer,Self-Employed,Other,Business & Enterprise,Business & Enterprise,,,,Freelance - Photography,PRE,,40
2022,Freight Agent,SGC shipping services LLC,,Business & Enterprise,Business & Enterprise,,,https://www.linkedin.com/company/sgc-shipping-services/posts/?feedView=all,,PRE,,40
2022,Marketing Project Manager,"Shanghai Jiaoyun International Logistics Co., Ltd.",,Marketing & Communications,Finance & Banking,Project / Program Development,Marketing & Communications,,,PRE,,85
2022,Equity Research Intern,"Shenwan Hongyuan Securities Co., Ltd.",,Research,Finance & Banking,Internships,Research,https://www.swhysc.com/securityweb-eng/,,POST,,80
2022,Front Store Supervisor,Shopper Drug Mart,,Business & Enterprise,Business & Enterprise,,,https://corporate.shoppersdrugmart.ca/en/careers-life-at-shoppers/,,POST,Started during degree,40
2022,Literacy Researcher,Simbi Foundation,Government and NGO's/No-Profit Organizations (NPOs),Research,Research,,,https://simbifoundation.org/join-our-team/,,PRE,,80
2022,Research Advisor,Simbi Foundation,Government and NGO's/No-Profit Organizations (NPOs),Research,Research,,,https://simbifoundation.org/join-our-team/,,PRE,,80
2022,Researcher,Simbi Foundation,,Research,Research,,,https://simbifoundation.org/our-work-in-bc/,,POST,,80
2022,Data Coordinator,Simon Fraser University,,Data Science & Analytics,Data Science & Analytics,Technology,,https://www.sfu.ca/dashboard/careers.html,,POST,,85
2022,Consultant,Simon-Kucher,,Consulting & Advisory,Consulting & Advisory,,,https://www.simon-kucher.com/en/careers,,POST,,85
2022,Senior Consultant,Simon-Kucher,,Consulting & Advisory,Consulting & Advisory,,,https://www.simon-kucher.com/en/careers,,POST,,85
2022,NFL Draft Scout and Writer,Sports Illustrated,,Business & Enterprise,Business & Enterprise,,,https://www.jobsinsports.com/c/sports-illustrated/jobs,,POST,Started during degree,40
2022,Summer Programs Office Administrator,St. Albans School (D.C.),Academia,Business & Enterprise,Administration and Office Management,,,https://www.stalbansschool.org/about/employment,,PRE,,40
2022,Business Development Intern,St. Albans School (D.C.),Academia,Business & Enterprise,Internships,Sales / Business Development,,https://www.stalbansschool.org/about/employment,,PRE,,40
2022,Junior Data Analyst,Statistics Canada,Government and NGO's/No-Profit Organizations (NPOs),Data Science & Analytics,Data Science & Analytics,Technology,,https://www.statcan.gc.ca/en/job-opportunities,,PRE,,85
2022,Financial Research Intern,StreetWire,Other,Research,Finance & Banking,Internships,Research,https://streetwire.net/,Real Estate  ,PRE,,80
2022,Quantitative Analyst,StreetWise,,Business & Enterprise,Business & Enterprise,,,,,PRE,,70
2022,Server,Suika Japanese Restaurant,,"Hospitality & Retail (Food, Service Industries)","Hospitality & Retail (Food, Service Industries)",,,https://suika-snackbar.com/,,PRE,,85
2022,Learning and Development Intern,Sun Life,,Finance & Banking,Finance & Banking,Internships,Insurance,https://www.sunlife.ca/en/careers/,,PRE,,80
2022,Wealth Sales Coordinator,Sun Life Global Investments,,Finance & Banking,Finance & Banking,Sales / Business Development,Insurance,https://www.sunlifeglobalinvestments.com/en/about-us/careers/,,POST,,80
2022,Wealth Sales Representative,Sun Life Global Investments,,Finance & Banking,Finance & Banking,Sales / Business Development,Insurance,https://www.sunlifeglobalinvestments.com/en/about-us/careers/,,POST,,80
2022,Junior Consultant,Talented Business Solutions Inc,,Consulting & Advisory,Consulting & Advisory,,,https://www.talentedbusiness.ca/index.html,,PRE,,85
2022,Logistics Intern,TAP Fresh Foods PVT LTD,,Business & Enterprise,Finance & Banking,Internships,Operations and Supply Chain Management,,,PRE,,80
2022,Server,Tapestry,,"Hospitality & Retail (Food, Service Industries)","Hospitality & Retail (Food, Service Industries)",,,,,PRE,,85
2022,Personal Banking Associate,TD,,Finance & Banking,Finance & Banking,,,https://careers.td.com/,,POST,,80
2022,Customer Service Representative,TD,,Finance & Banking,Customer Experience and Service Management,Finance & Banking,,https://careers.td.com/,,POST,,80
2022,Summer Intern,Tech Resources Limited,,Business & Enterprise,Internships,,,https://www.teck.com/careers/,,PRE,,40
2022,Head Of Logistics,TEDx,,Business & Enterprise,Operations and Supply Chain Management,,,https://www.ted.com/about,,PRE,,80
2022,Sponsorship coordinator,TEDxPune,,Business & Enterprise,Business & Enterprise,,,https://www.tedxpune.com/about-us.php,,PRE,,70
2022,Clinical Operations Associate,TELUS  ,,Business & Enterprise,Operations and Supply Chain Management,,,https://www.telus.com/en/about/careers,,POST,,80
2022,"Director of Marketing, Managing Editor","Texans Unfiltered Media, LLC",,Marketing & Communications,Marketing & Communications,,,NA; forfeited existence,,POST,Started during degree,85
2022,"Producer, Manager",The 33rd Team,,Business & Enterprise,Business & Enterprise,,,https://www.the33rdteam.com/careers/,,POST,Started during degree,70
2022,Senior Video Growth Manager,The Athletic,,Marketing & Communications,Marketing & Communications,,,https://www.nytimes.com/athletic/careers/,,POST,,85
2022,Co-Founder,The Charity Cup,Other,Business & Enterprise,Business & Enterprise,,,https://thecharitycup.net/,Sports,PRE,,40
2022,Special Events Coordinator,The Civic Theatre,Other,Business & Enterprise,Business & Enterprise,,,,Arts & Culture,PRE,,70
2022,Graduate Research Assistant,The London School of Economics and Political Science (LSE),,Research,Administration and Office Management,Research,,https://info.lse.ac.uk/LSE-jobs,,POST,,80
2022,Research Assistant,The London School of Economics and Political Science (LSE),Academia,Research,Administration and Office Management,Research,,https://info.lse.ac.uk/LSE-jobs,,PRE,,80
2022,Finance Intern,The Times of India,Other,Finance & Banking,Internships,,,https://timesofindia.indiatimes.com/us,Media Production,PRE,,80
2022,Research Consultant,The World Bank,Government and NGO's/No-Profit Organizations (NPOs),Consulting & Advisory,Research,Consulting & Advisory,,https://www.worldbank.org/en/about/careers,,POST,,85
2022,"Data Analytics Intern, DIME",The World Bank,Government and NGO's/No-Profit Organizations (NPOs),Data Science & Analytics,Internships,Data Science & Analytics,Technology,https://www.worldbank.org/en/about/careers,,PRE,,85
2022,Consultant,The World Bank,Government and NGO's/No-Profit Organizations (NPOs),Consulting & Advisory,Consulting & Advisory,,,https://www.worldbank.org/en/about/careers,,POST,,85
2022,Youth Counselor,The Y (YMCA),,Business & Enterprise,Business & Enterprise,,,https://www.ymca.ca/en/careers,,PRE,,40
2022,Business Development Associate,ThePlug Vancouver,,Business & Enterprise,Sales / Business Development,,,https://plugvancouver.ca/,,PRE,,70
2022,Global Monetization Strategy Expert,TikTok,,Consulting & Advisory,Consulting & Advisory,,,https://www.linkedin.com/company/tiktok/jobs/,,POST,,85
